201603	5105246.8
201602	2.6765553999999993E7
201601	2.6827983200000197E7
201512	2.5925415999999978E7
201511	2.5962568399999827E7
201510	2.664429440000002E7
201509	2.6323692000000067E7
201508	2.7163078800000094E7
201507	3.00246219999998E7
201506	2.8490945600000154E7
201505	2.8540102000000175E7
201504	2.693037079999987E7
201503	2.5598862400000095E7
201502	2.204335519999998E7
201501	2.2031753199999753E7
201412	2.066534599999984E7
201411	2.153216960000003E7
201410	2.297260759999996E7
201409	2.2514961999999948E7
201408	2.3220504799999997E7
201407	2.5819669999999948E7
201406	2.3511999200000003E7
201405	2.6595808800000135E7
201404	2.933517359999977E7
201403	3.2269186000000115E7
201402	3.1600820000000007E7
201401	3.273620360000005E7
201312	2.8296545200000126E7
201311	3.1080794400000058E7
201310	3.375892239999997E7
201309	3.2113896800000004E7
201308	3.0404155999999966E7
201307	3.032777120000011E7
201306	2.6665459599999975E7
201305	2.837029200000015E7
201304	3.0443160399999917E7
201303	3.0733437600000035E7
201302	2.8507800399999976E7
201301	2.9483796799999822E7
201212	2.4636929199999884E7
201211	2.5725670400000058E7
201210	2.577022480000003E7
201209	2.4201956800000023E7
201208	2.8159558400000058E7
201207	2.7834690000000127E7
201206	2.737234560000017E7
201205	2.9506950800000068E7
201204	2.699346959999995E7
201203	2.8589478400000054E7
201202	2.7068272799999915E7
201201	2.6111061599999994E7
201112	2.221583400000005E7
201111	2.2750973200000074E7
201110	2.1626933599999994E7
201109	2.4016191199999977E7
201108	2.6276028000000067E7
201107	2.3795894799999986E7
201106	2.3590361999999963E7
201105	2.5003679200000048E7
201104	2.64277468E7
201103	2.5271531200000025E7
201102	2.313278520000008E7
201101	2.2262813599999953E7
201012	1.852561080000006E7
201011	1.8467834000000026E7
201010	1.626263359999998E7
201009	1.4865878800000006E7
201008	1.8254170800000004E7
201007	1.429632519999996E7
201006	1.4694382000000028E7
201005	1.338856120000001E7
201004	1.4270503199999973E7
201003	1.4621262000000007E7
201002	1.2385852400000008E7
201001	1.410276519999999E7
200912	1.1864964399999969E7
200911	1.2709196799999988E7
200910	1.2627268399999993E7
200909	1.1046253999999974E7
200908	1.6447426400000012E7
200907	1.6732879200000029E7
200906	1.7840356000000004E7
200905	1.7244960799999993E7
200904	1.1541703600000001E7
200903	1.0946211600000007E7
200902	1.5399733599999988E7
200901	1.48813456E7
200812	1.1631794E7
200811	1.090244519999999E7
200810	2.247411360000001E7
200809	2.24589996E7
200808	5538364.399999998
