201603	1749595.6000000024
201602	9629645.600000016
201601	9551067.59999996
201512	9228762.800000021
201511	9866192.000000006
201510	1.1510126799999982E7
201509	1.3055984800000034E7
201508	1.1914544399999982E7
201507	1.2972925199999945E7
201506	1.2414233599999994E7
201505	1.1019712399999987E7
201504	1.2200878800000047E7
201503	1.1529462000000065E7
201502	9691249.200000001
201501	9722816.799999995
201412	9035977.999999998
201411	1.047571319999999E7
201410	1.275277880000002E7
201409	1.5349392400000004E7
201408	1.06950524E7
201407	1.1996359599999983E7
201406	1.4943681600000009E7
201405	9947724.799999997
201404	1.1004467600000042E7
201403	1.2950206799999967E7
201402	1.1850634399999958E7
201401	1.24608876E7
201312	1.098377680000004E7
201311	1.294027279999996E7
201310	1.6572300399999991E7
201309	1.791922760000007E7
201308	1.1426282000000032E7
201307	1.2023543599999938E7
201306	1.0661814799999977E7
201305	1.12897976E7
201304	1.2271336799999991E7
201303	1.3011246000000034E7
201302	1.1396755600000015E7
201301	1.2753326400000017E7
201212	1.0827533599999977E7
201211	1.2198825200000001E7
201210	1.4307553599999981E7
201209	1.4231652799999965E7
201208	1.2594342000000024E7
201207	1.3067533999999993E7
201206	1.2253334799999988E7
201205	1.2508448799999971E7
201204	1.3297430000000024E7
201203	1.3278282000000013E7
201202	1.1928487999999978E7
201201	1.2253571200000007E7
201112	1.0133691599999994E7
201111	1.1269245199999996E7
201110	1.0648811999999981E7
201109	9054630.800000012
201108	1.010955519999998E7
201107	7551435.999999993
201106	8464745.599999992
201105	7627835.200000003
201104	6463888.8000000045
201103	6624828.4
201102	5628300.399999999
201101	5430551.599999998
201012	3582101.199999999
201011	3091527.5999999996
201010	2877092.399999999
201009	1692857.600000002
201008	1319229.9999999998
201007	1236402.0000000005
201006	728979.6000000002
201005	1389356.0000000005
201004	712665.1999999997
201003	763265.2
201002	1185040.0
201001	777109.6000000003
200912	472827.2
200911	654808.0
200910	693072.4
200909	993091.6000000002
200908	1258674.4000000006
200907	1361840.3999999997
200906	1519136.0
200905	868600.0
200904	1017778.0
200903	720350.8
200902	1145193.2000000002
200901	1537547.2
200812	601354.8
200811	482015.19999999995
200810	1166852.4000000001
200809	832140.0
200808	710466.0
