201603	2224607.2000000025
201602	1.211286360000001E7
201601	1.1747229200000014E7
201512	1.1450483600000001E7
201511	1.166505759999997E7
201510	1.2724965199999997E7
201509	1.2637873200000003E7
201508	1.3167233200000081E7
201507	1.4213325200000046E7
201506	1.4131889999999972E7
201505	1.4215899599999955E7
201504	1.3589963999999993E7
201503	1.3538348399999995E7
201502	1.117408600000008E7
201501	1.11929768E7
201412	1.0774782000000024E7
201411	1.164870040000001E7
201410	1.2345193599999998E7
201409	1.2563666799999963E7
201408	1.3353266800000004E7
201407	1.4837877600000044E7
201406	1.3634728799999941E7
201405	1.5275349600000022E7
201404	1.7407040400000017E7
201403	1.9242565199999943E7
201402	1.8771568000000127E7
201401	1.9399716000000007E7
201312	1.752189280000004E7
201311	1.9110281199999947E7
201310	2.2786373599999867E7
201309	2.1898614000000093E7
201308	2.1763714799999956E7
201307	2.1509259200000066E7
201306	1.998194279999984E7
201305	2.1025686399999913E7
201304	2.169530720000005E7
201303	2.2862199599999994E7
201302	2.1405898000000015E7
201301	2.0877274799999967E7
201212	1.7765769599999934E7
201211	1.964746880000002E7
201210	1.9581844399999987E7
201209	1.8719843200000115E7
201208	2.083712759999999E7
201207	2.0476639599999957E7
201206	2.1128354799999945E7
201205	2.233486479999997E7
201204	1.9969111199999932E7
201203	2.165957520000003E7
201202	2.081295160000002E7
201201	2.0501554399999995E7
201112	1.8095794400000058E7
201111	1.806889040000002E7
201110	1.724863759999991E7
201109	1.7298574399999995E7
201108	2.038803039999995E7
201107	1.884211880000004E7
201106	1.7909174800000004E7
201105	1.964453880000002E7
201104	1.9531662800000004E7
201103	2.1208152800000045E7
201102	1.72150544E7
201101	1.793571160000002E7
201012	1.3408439600000016E7
201011	1.5685404000000011E7
201010	1.2114888000000032E7
201009	1.249182519999999E7
201008	1.3700388399999974E7
201007	1.2226450399999995E7
201006	1.0859254000000019E7
201005	1.0852710000000006E7
201004	1.0688901600000015E7
201003	1.2578099600000005E7
201002	1.191268120000002E7
201001	1.0559225600000001E7
200912	9777963.199999977
200911	8119624.000000003
200910	9498164.80000002
200909	1.0339366799999997E7
200908	1.2696599200000007E7
200907	1.0811384400000013E7
200906	1.0524103599999988E7
200905	1.0495504399999995E7
200904	6648461.600000002
200903	5773018.799999994
200902	9803860.799999997
200901	9487174.8
200812	4205279.199999999
200811	6677358.799999999
200810	1.160149839999999E7
200809	3934876.8
200808	1307114.3999999997
