201603	3440312.4000000027
201602	1.710364040000004E7
201601	1.6761704799999997E7
201512	1.6229789199999927E7
201511	1.6966218800000086E7
201510	1.8421504400000047E7
201509	1.7647926799999982E7
201508	1.955805720000012E7
201507	1.980825279999997E7
201506	1.9852284399999995E7
201505	1.986383319999994E7
201504	2.0443470800000004E7
201503	2.0280794800000016E7
201502	1.5767160000000043E7
201501	1.6666118000000004E7
201412	1.7512205999999955E7
201411	1.8654045999999996E7
201410	1.9830749199999988E7
201409	1.6406806799999999E7
201408	1.7656568399999976E7
201407	2.118410800000018E7
201406	1.8302940400000047E7
201405	1.8354502000000034E7
201404	2.20743052E7
201403	2.590335359999993E7
201402	2.343727640000006E7
201401	2.441169879999994E7
201312	2.2481679599999886E7
201311	2.3949710399999935E7
201310	2.338979879999995E7
201309	2.3251544399999857E7
201308	2.703191120000003E7
201307	2.8259123199999988E7
201306	2.4075557999999925E7
201305	3.0614666400000017E7
201304	2.512899440000002E7
201303	2.7334413599999968E7
201302	2.3686564399999917E7
201301	2.7363997599999886E7
201212	2.442457000000003E7
201211	2.4352786000000097E7
201210	2.4021602399999894E7
201209	2.265847559999993E7
201208	2.4608847200000025E7
201207	2.910542879999989E7
201206	2.5713462799999904E7
201205	2.5743647999999996E7
201204	2.5008570400000073E7
201203	2.789166480000003E7
201202	2.5271893600000005E7
201201	2.3491850799999937E7
201112	2.200450120000012E7
201111	2.3139517999999996E7
201110	2.123225240000002E7
201109	2.1887118799999975E7
201108	2.295990759999986E7
201107	2.2564513600000035E7
201106	2.4178858799999982E7
201105	2.445654799999989E7
201104	2.3395328400000025E7
201103	2.561391319999999E7
201102	2.2332988799999993E7
201101	2.2102752799999982E7
201012	1.764915839999997E7
201011	1.716819959999998E7
201010	1.3123306799999995E7
201009	1.3435017999999983E7
201008	1.5464111199999984E7
201007	1.2629152000000011E7
201006	1.1897146799999991E7
201005	1.1187347600000015E7
201004	1.1976754800000004E7
201003	1.1393129600000001E7
201002	9717333.600000007
201001	1.1077724000000013E7
200912	4762290.800000003
200911	3163397.6000000015
200910	4922229.600000001
200909	2462098.400000001
200908	2411477.599999999
200907	2572005.2000000007
200906	2674782.8000000003
200905	1594113.5999999999
200904	945528.4
200903	1228988.8
200902	1725683.5999999999
200901	2003774.7999999998
200812	149802.4
200811	343322.00000000006
200810	236587.6
200809	957373.6000000001
200808	103311.2
