201603	3050048.000000004
201602	1.548210760000006E7
201601	1.4953938400000019E7
201512	1.5189466799999986E7
201511	1.5198564000000017E7
201510	1.5509923999999998E7
201509	1.5986573600000048E7
201508	1.6982564799999956E7
201507	1.819678359999999E7
201506	1.7341856799999956E7
201505	1.735991400000001E7
201504	1.6706760800000068E7
201503	1.6299364799999932E7
201502	1.3836176799999982E7
201501	1.4014145199999958E7
201412	1.344606919999995E7
201411	1.4185659599999934E7
201410	1.5492259599999942E7
201409	1.537835119999997E7
201408	1.5971562399999967E7
201407	1.7489623200000025E7
201406	1.647664959999996E7
201405	1.8327901600000042E7
201404	2.093188719999995E7
201403	2.2782419599999823E7
201402	2.2123875200000033E7
201401	2.341092039999994E7
201312	2.1268660399999965E7
201311	2.3658559199999902E7
201310	2.5973128399999976E7
201309	2.3465443999999806E7
201308	2.4690636000000104E7
201307	2.4919915600000095E7
201306	2.2670254399999958E7
201305	2.4363757200000014E7
201304	2.6710300799999967E7
201303	2.8144812399999984E7
201302	2.388656200000002E7
201301	2.5249866799999986E7
201212	2.173378760000003E7
201211	2.4671026000000004E7
201210	2.6237815200000092E7
201209	2.3593838000000022E7
201208	2.553997199999999E7
201207	2.6149142000000045E7
201206	2.527702240000001E7
201205	2.597241680000005E7
201204	2.6247053200000104E7
201203	2.739447199999997E7
201202	2.567112199999987E7
201201	2.6428864799999915E7
201112	2.1307244400000025E7
201111	2.423901719999999E7
201110	2.2729281200000007E7
201109	2.398181920000013E7
201108	2.561933120000004E7
201107	2.4627671600000072E7
201106	2.8104300399999965E7
201105	2.9237313199999988E7
201104	2.65055156000001E7
201103	3.1004957599999957E7
201102	2.7019444000000082E7
201101	2.6275243199999947E7
201012	2.0954401999999955E7
201011	2.2628708399999876E7
201010	2.0640659599999964E7
201009	1.9963709599999998E7
201008	2.150009960000001E7
201007	2.0389083600000013E7
201006	2.0030587600000013E7
201005	1.9748838800000016E7
201004	1.949116599999997E7
201003	2.2551610000000034E7
201002	1.8902420399999976E7
201001	2.0178895199999966E7
200912	1.5041873999999985E7
200911	1.6732884799999993E7
200910	1.8225482400000006E7
200909	1.75269172E7
200908	2.0227505600000054E7
200907	2.3669598399999958E7
200906	2.107893480000002E7
200905	1.9851832799999956E7
200904	1.9328957200000037E7
200903	2.0016466399999987E7
200902	1.8368988400000032E7
200901	1.866453159999999E7
200812	1.3377197199999997E7
200811	1.5761068399999984E7
200810	2.3070732400000013E7
200809	2.479385160000001E7
200808	1.1248633999999985E7
200807	717684.8
